# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 210:         4.430       52.171      -0.20  VALKENBURG
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# DD       = Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FH       = Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# SQ       = Duur van de zonneschijn (in 0.1 uren) per uurvak, berekend uit globale straling  (-1 for <0.05 uur); 
# Q        = Globale straling (in J/cm2) per uurvak; 
# DR       = Duur van de neerslag (in 0.1 uur) per uurvak; 
# N        = Bewolking (bedekkingsgraad van de bovenlucht in achtsten), tijdens de waarneming (9=bovenlucht onzichtbaar); 
# 
# STN,YYYYMMDD,   HH,   DD,   FH,    T,   SQ,    Q,   DR,    N
# 
  210,20150405,    3,  360,   20,   -4,    0,    0,    0,     
  210,20150405,    4,    0,    0,   -6,    0,    0,    0,     
  210,20150405,    5,   20,   10,  -13,    0,    0,    0,     
  210,20150405,    6,   20,   20,    9,    5,   13,    0,     
  210,20150405,    7,   30,   20,   43,   10,   60,    0,     
  210,20150405,    8,   30,   30,   64,   10,  117,    0,     
  210,20150405,    9,   10,   30,   72,   10,  174,    0,     
  210,20150405,   10,   50,   20,   81,   10,  218,    0,     
  210,20150405,   11,  330,   30,   86,   10,  240,    0,     
  210,20150405,   12,  320,   50,   88,   10,  269,    0,     
  210,20150405,   13,  340,   50,   87,   10,  258,    0,     
  210,20150405,   14,  340,   60,   81,   10,  235,    0,     
  210,20150405,   15,  330,   60,   82,   10,  198,    0,     
  210,20150405,   16,  330,   60,   76,   10,  147,    0,     
  210,20150405,   17,  340,   60,   68,   10,   87,    0,     
  210,20150405,   18,  350,   40,   59,    8,   34,    0,     
  210,20150405,   19,  350,   30,   54,    0,    2,    0,     
  210,20150405,   20,  330,   20,   41,    0,    0,    0,     
  210,20150405,   21,  340,   10,   31,    0,    0,    0,     
  210,20150405,   22,  320,   10,   25,    0,    0,    0,     
  210,20150405,   23,    0,    0,   22,    0,    0,    0,     
  210,20150405,   24,    0,    0,   20,    0,    0,    0,     
  210,20150406,    1,    0,    0,   31,    0,    0,    0,     
  210,20150406,    2,  310,   20,   56,    0,    0,    0,     
  210,20150406,    3,  300,   30,   61,    0,    0,    0,     
  210,20150406,    4,  300,   30,   62,    0,    0,    0,     
  210,20150406,    5,  300,   30,   61,    0,    0,    0,     
  210,20150406,    6,  300,   30,   66,    0,    4,    0,     
  210,20150406,    7,  310,   30,   66,    0,   10,    0,     
  210,20150406,    8,  320,   30,   64,    0,   23,    5,     
  210,20150406,    9,  360,   30,   70,    0,   26,    0,     
  210,20150406,   10,  360,   40,   86,    2,  130,    0,     
  210,20150406,   11,  350,   30,   76,    0,   65,    0,     
  210,20150406,   12,  350,   40,   84,    0,   72,    0,     
  210,20150406,   13,   10,   30,   87,    0,   59,    0,     
  210,20150406,   14,   10,   30,   97,    1,   77,    0,     
  210,20150406,   15,   10,   20,   95,    1,   68,    0,     
  210,20150406,   16,  320,   20,  103,   10,  154,    0,     
  210,20150406,   17,  350,   40,   94,   10,   95,    0,     
  210,20150406,   18,  350,   30,   78,    8,   32,    0,     
  210,20150406,   19,   10,   30,   62,    0,    2,    0,     
  210,20150406,   20,   10,   10,   52,    0,    0,    0,     
  210,20150406,   21,    0,    0,   40,    0,    0,    0,     
  210,20150406,   22,    0,    0,   32,    0,    0,    0,     
  210,20150406,   23,    0,    0,   29,    0,    0,    0,     
  210,20150406,   24,    0,    0,   17,    0,    0,    0,     
  210,20150407,    1,    0,    0,   12,    0,    0,    0,     
  210,20150407,    2,    0,    0,    9,    0,    0,    0,     
  210,20150407,    3,    0,    0,    6,    0,    0,    0,     
  210,20150407,    4,  180,    0,    4,    0,    0,    0,     
  210,20150407,    5,    0,    0,    4,    0,    0,    0,     
  210,20150407,    6,  270,    0,   16,    0,    9,    0,     
  210,20150407,    7,  300,   20,   56,    0,   26,    0,     
  210,20150407,    8,  280,   30,   52,    0,   52,    0,     
  210,20150407,    9,  260,   30,   60,    1,   96,    0,     
  210,20150407,   10,  260,   30,   70,    3,  150,    0,     
  210,20150407,   11,  270,   40,   81,    7,  204,    0,     
  210,20150407,   12,  250,   40,   95,   10,  228,    0,     
  210,20150407,   13,  270,   50,   85,    9,  244,    0,     
  210,20150407,   14,  270,   50,   75,    9,  216,    0,     
  210,20150407,   15,  270,   50,   67,    2,   91,    0,     
  210,20150407,   16,  280,   40,   75,    2,   73,    0,     
  210,20150407,   17,  270,   40,   75,    4,   55,    0,     
  210,20150407,   18,  260,   30,   72,    8,   20,    0,     
  210,20150407,   19,  270,   20,   58,    0,    2,    0,     
  210,20150407,   20,  280,   20,   63,    0,    0,    0,     
  210,20150407,   21,  300,   20,   58,    0,    0,    0,     
  210,20150407,   22,    0,    0,   40,    0,    0,    0,     
  210,20150407,   23,    0,    0,   26,    0,    0,    0,     
  210,20150407,   24,    0,    0,   24,    0,    0,    0,     
  210,20150408,    1,  310,    0,   31,    0,    0,    0,     
  210,20150408,    2,  340,   20,   60,    0,    0,    0,     
  210,20150408,    3,  330,   20,   58,    0,    0,    0,     
  210,20150408,    4,  360,   10,   57,    0,    0,    0,     
  210,20150408,    5,    0,   10,   54,    0,    0,    0,     
  210,20150408,    6,    0,   10,   52,    0,    5,    0,     
  210,20150408,    7,    0,    0,   52,    0,   23,    0,     
  210,20150408,    8,  990,    0,   60,    0,   47,    0,     
  210,20150408,    9,    0,   10,   65,    0,   80,    0,     
  210,20150408,   10,    0,    0,   86,    2,  131,    0,     
  210,20150408,   11,  990,   10,  102,    7,  205,    0,     
  210,20150408,   12,  330,   20,  105,    8,  218,    0,     
  210,20150408,   13,  320,   20,  112,   10,  244,    0,     
  210,20150408,   14,  330,   30,  109,   10,  246,    0,     
  210,20150408,   15,  320,   30,   90,    9,  181,    0,     
  210,20150408,   16,  320,   30,   79,   10,  136,    0,     
  210,20150408,   17,  330,   30,   78,   10,   85,    0,     
  210,20150408,   18,  350,   30,   70,    8,   27,    0,     
  210,20150408,   19,  340,   20,   63,    0,    3,    0,     
  210,20150408,   20,   30,   10,   56,    0,    0,    0,     
  210,20150408,   21,   40,   20,   54,    0,    0,    0,     
  210,20150408,   22,   20,   20,   56,    0,    0,    0,     
  210,20150408,   23,    0,   10,   57,    0,    0,    0,     
  210,20150408,   24,    0,    0,   49,    0,    0,    0,     
  210,20150409,    1,   50,   10,   53,    0,    0,    0,     
  210,20150409,    2,    0,    0,   53,    0,    0,    0,     
  210,20150409,    3,   70,   10,   49,    0,    0,    0,     
  210,20150409,    4,   80,   20,   56,    0,    0,    0,     
  210,20150409,    5,   90,   10,   47,    0,    0,    0,     
  210,20150409,    6,    0,    0,   52,    2,   12,    0,     
  210,20150409,    7,  120,   10,   84,    5,   54,    0,     
  210,20150409,    8,  130,   20,  100,   10,  108,    0,     
  210,20150409,    9,   70,   10,  122,   10,  161,    0,     
  210,20150409,   10,   70,   20,  132,   10,  205,    0,     
  210,20150409,   11,   70,   30,  145,   10,  237,    0,     
  210,20150409,   12,  110,   20,  153,   10,  252,    0,     
  210,20150409,   13,  180,   20,  160,   10,  246,    0,     
  210,20150409,   14,   20,   20,  150,    8,  206,    0,     
  210,20150409,   15,  330,   40,  148,    9,  173,    0,     
  210,20150409,   16,  320,   30,  147,   10,  133,    0,     
  210,20150409,   17,  320,   30,  124,   10,   82,    0,     
  210,20150409,   18,  300,   30,   90,    8,   30,    0,     
  210,20150409,   19,  310,   20,   79,    0,    2,    0,     
  210,20150409,   20,  310,   20,   77,    0,    0,    0,     
  210,20150409,   21,  250,   10,   61,    0,    0,    0,     
  210,20150409,   22,    0,    0,   52,    0,    0,    0,     
  210,20150409,   23,    0,    0,   43,    0,    0,    0,     
  210,20150409,   24,    0,    0,   45,    0,    0,    0,     
  210,20150410,    1,    0,    0,   41,    0,    0,    0,     
  210,20150410,    2,    0,    0,   47,    0,    0,    0,     
  210,20150410,    3,    0,    0,   46,    0,    0,    0,     
  210,20150410,    4,    0,    0,   47,    0,    0,    0,     
  210,20150410,    5,    0,    0,   29,    0,    0,    0,     
  210,20150410,    6,    0,    0,   30,    0,   11,    0,     
  210,20150410,    7,  280,   10,   53,    0,   37,    0,     
  210,20150410,    8,  290,   10,   61,    2,   75,    0,     
  210,20150410,    9,    0,   10,   84,    4,  134,    0,     
  210,20150410,   10,    0,    0,  114,    9,  200,    0,     
  210,20150410,   11,    0,    0,  141,   10,  242,    0,     
  210,20150410,   12,  140,   20,  163,   10,  248,    0,     
  210,20150410,   13,  320,   20,  174,   10,  245,    0,     
  210,20150410,   14,  320,   20,  172,   10,  230,    0,     
  210,20150410,   15,  290,   20,  173,    8,  169,    0,     
  210,20150410,   16,  300,   30,  168,   10,  143,    0,     
  210,20150410,   17,  330,   20,  154,   10,   74,    0,     
  210,20150410,   18,   10,   20,  133,    8,   23,    0,     
  210,20150410,   19,   40,   10,  136,    0,    2,    0,     
  210,20150410,   20,    0,   10,  116,    0,    0,    0,     
  210,20150410,   21,    0,    0,  100,    0,    0,    0,     
  210,20150410,   22,   80,   10,  109,    0,    0,    0,     
  210,20150410,   23,    0,    0,   83,    0,    0,    0,     
  210,20150410,   24,    0,    0,   67,    0,    0,    0,     
  210,20150411,    1,    0,    0,   90,    0,    0,    0,     
  210,20150411,    2,  180,   20,   76,    0,    0,    0,     
  210,20150411,    3,  230,   30,   95,    0,    0,    0,     
  210,20150411,    4,  230,   70,  105,    0,    0,    0,     
  210,20150411,    5,  220,   60,  109,    0,    0,    0,     
  210,20150411,    6,  220,   50,  114,    0,    6,    0,     
  210,20150411,    7,  220,   50,  122,    2,   46,    0,     
  210,20150411,    8,  220,   60,  122,    0,   32,    0,     
  210,20150411,    9,  210,   60,  110,    0,   29,    0,     
  210,20150411,   10,  230,   90,  107,    0,   25,    0,     
  210,20150411,   11,  230,  100,  122,    0,   99,    0,     
  210,20150411,   12,  240,  130,  122,    3,  169,    0,     
  210,20150411,   13,  230,  130,  104,    0,   69,    0,     
  210,20150411,   14,  290,  100,   76,    0,   36,   10,     
  210,20150411,   15,  290,   70,   83,    4,  106,    6,     
  210,20150411,   16,  300,   70,   88,   10,  156,    0,     
  210,20150411,   17,  270,   40,   81,   10,   88,    0,     
  210,20150411,   18,  230,   30,   68,   10,   35,    0,     
  210,20150411,   19,  220,   20,   61,    0,    2,    0,     
  210,20150411,   20,  110,    0,   48,    0,    0,    0,     
  210,20150411,   21,  150,   10,   57,    0,    0,    0,     
  210,20150411,   22,  180,   20,   43,    0,    0,    0,     
  210,20150411,   23,  190,   20,   40,    0,    0,    0,     
  210,20150411,   24,  180,   30,   43,    0,    0,    0,     
  210,20150412,    1,  190,   30,   47,    0,    0,    0,     
  210,20150412,    2,  190,   40,   51,    0,    0,    0,     
  210,20150412,    3,  190,   30,   42,    0,    0,    0,     
  210,20150412,    4,  190,   30,   44,    0,    0,    0,     
  210,20150412,    5,  210,   30,   46,    0,    0,    0,     
  210,20150412,    6,  200,   20,   50,    7,   18,    0,     
  210,20150412,    7,  230,   30,   78,    7,   59,    0,     
  210,20150412,    8,  220,   50,   98,   10,  116,    0,     
  210,20150412,    9,  230,   50,  106,    9,  154,    0,     
  210,20150412,   10,  210,   60,  114,    9,  196,    0,     
  210,20150412,   11,  220,   80,  115,    9,  224,    0,     
  210,20150412,   12,  230,   90,  128,   10,  254,    0,     
  210,20150412,   13,  230,  100,  138,   10,  267,    0,     
  210,20150412,   14,  230,  100,  145,   10,  244,    0,     
  210,20150412,   15,  220,  100,  157,   10,  214,    0,     
  210,20150412,   16,  220,  100,  149,    8,  142,    0,     
  210,20150412,   17,  230,  100,  128,    1,   55,    0,     
  210,20150412,   18,  240,  100,  119,    3,   19,    0,     
  210,20150412,   19,  230,  110,  120,    0,    2,    0,     
  210,20150412,   20,  230,  130,  114,    0,    0,    0,     
  210,20150412,   21,  270,  120,  100,    0,    0,    0,     
  210,20150412,   22,  310,   80,   85,    0,    0,    0,     
  210,20150412,   23,  320,   80,   69,    0,    0,    2,     
  210,20150412,   24,  300,   50,   65,    0,    0,   10,     
  210,20150413,    1,  300,   50,   62,    0,    0,    0,     
  210,20150413,    2,  300,   40,   61,    0,    0,    0,     
  210,20150413,    3,  300,   40,   69,    0,    0,    0,     
  210,20150413,    4,  300,   40,   68,    0,    0,    0,     
  210,20150413,    5,  290,   30,   65,    0,    0,    0,     
  210,20150413,    6,  290,   30,   70,    0,   15,    0,     
  210,20150413,    7,  290,   40,   73,    0,   43,    0,     
  210,20150413,    8,  290,   40,   82,    4,   78,    0,     
  210,20150413,    9,  280,   40,   82,    4,  110,    0,     
  210,20150413,   10,  280,   40,   87,    6,  187,    0,     
  210,20150413,   11,  270,   40,   93,    6,  198,    0,     
  210,20150413,   12,  260,   40,   95,    6,  222,    0,     
  210,20150413,   13,  270,   50,  102,    8,  242,    0,     
  210,20150413,   14,  270,   50,  102,   10,  235,    0,     
  210,20150413,   15,  270,   40,   98,    9,  172,    0,     
  210,20150413,   16,  270,   40,   95,   10,  131,    0,     
  210,20150413,   17,  290,   30,   90,   10,   86,    0,     
  210,20150413,   18,  310,   10,   79,   10,   35,    0,     
  210,20150413,   19,    0,   10,   67,    0,    4,    0,     
  210,20150413,   20,    0,    0,   61,    0,    0,    0,     
  210,20150413,   21,  190,   10,   50,    0,    0,    0,     
  210,20150413,   22,  150,   10,   59,    0,    0,    0,     
  210,20150413,   23,  180,   20,   51,    0,    0,    0,     
  210,20150413,   24,  150,   20,   63,    0,    0,    0,     
  210,20150414,    1,  160,   20,   50,    0,    0,    0,     
  210,20150414,    2,  160,   20,   55,    0,    0,    0,     
  210,20150414,    3,  170,   20,   43,    0,    0,    0,     
  210,20150414,    4,  180,   30,   55,    0,    0,    0,     
  210,20150414,    5,  190,   30,   73,    0,    0,    0,     
  210,20150414,    6,  190,   30,   83,    0,   13,    0,     
  210,20150414,    7,  210,   40,  116,    8,   69,    0,     
  210,20150414,    8,  240,   50,  138,   10,  129,    0,     
  210,20150414,    9,  240,   80,  140,    8,  158,    0,     
  210,20150414,   10,  240,   90,  148,   10,  228,    0,     
  210,20150414,   11,  250,   90,  150,   10,  258,    0,     
  210,20150414,   12,  250,   90,  156,   10,  276,    0,     
  210,20150414,   13,  240,  100,  163,   10,  272,    0,     
  210,20150414,   14,  260,  110,  151,   10,  246,    0,     
  210,20150414,   15,  270,   80,  137,   10,  205,    0,     
  210,20150414,   16,  260,   70,  133,   10,  151,    0,     
  210,20150414,   17,  260,   50,  122,   10,   96,    0,     
  210,20150414,   18,  260,   40,  112,   10,   43,    0,     
  210,20150414,   19,  250,   20,   97,    0,    5,    0,     
  210,20150414,   20,  210,   20,   92,    0,    0,    0,     
  210,20150414,   21,  210,   20,   94,    0,    0,    0,     
  210,20150414,   22,  200,   20,   87,    0,    0,    0,     
  210,20150414,   23,  220,   20,   81,    0,    0,    0,     
  210,20150414,   24,  240,   30,   89,    0,    0,    0,     
  210,20150415,    1,  250,   40,   96,    0,    0,    0,     
  210,20150415,    2,  240,   40,   92,    0,    0,    0,     
  210,20150415,    3,  240,   40,   92,    0,    0,    0,     
  210,20150415,    4,  230,   30,   90,    0,    0,    0,     
  210,20150415,    5,  220,   30,   86,    0,    1,    0,     
  210,20150415,    6,  200,   20,  107,    7,   23,    0,     
  210,20150415,    7,  240,   30,  142,   10,   73,    0,     
  210,20150415,    8,  240,   60,  156,   10,  132,    0,     
  210,20150415,    9,  240,   60,  171,   10,  186,    0,     
  210,20150415,   10,  250,   70,  174,   10,  230,    0,     
  210,20150415,   11,  250,   70,  184,   10,  259,    0,     
  210,20150415,   12,  250,   70,  184,   10,  271,    0,     
  210,20150415,   13,  250,   70,  189,   10,  266,    0,     
  210,20150415,   14,  250,   70,  186,   10,  244,    0,     
  210,20150415,   15,  260,   60,  191,   10,  207,    0,     
  210,20150415,   16,  320,   60,  138,   10,  155,    0,     
  210,20150415,   17,  360,   60,  123,   10,   95,    0,     
  210,20150415,   18,  360,   70,  106,   10,   39,    0,     
  210,20150415,   19,  360,   60,   96,    0,    2,    0,     
  210,20150415,   20,   20,   50,   90,    0,    0,    0,     
  210,20150415,   21,   10,   40,   86,    0,    0,    0,     
  210,20150415,   22,   30,   30,   79,    0,    0,    0,     
  210,20150415,   23,   20,   20,   79,    0,    0,    0,     
  210,20150415,   24,   10,   20,   74,    0,    0,    0,     
  210,20150416,    1,   10,   20,   78,    0,    0,    0,     
  210,20150416,    2,   10,   20,   70,    0,    0,    0,     
  210,20150416,    3,   30,   20,   67,    0,    0,    0,     
  210,20150416,    4,   60,   10,   65,    0,    0,    0,     
  210,20150416,    5,   40,   10,   57,    0,    0,    0,     
  210,20150416,    6,   50,   10,   69,    5,   19,    0,     
  210,20150416,    7,   50,   30,   94,   10,   75,    0,     
  210,20150416,    8,   80,   40,  101,    9,  126,    0,     
  210,20150416,    9,   60,   40,  111,    6,  145,    0,     
  210,20150416,   10,   70,   40,  122,    9,  223,    0,     
  210,20150416,   11,   70,   50,  120,    7,  232,    0,     
  210,20150416,   12,   60,   60,  124,    8,  251,    0,     
  210,20150416,   13,   60,   50,  130,   10,  277,    0,     
  210,20150416,   14,   60,   60,  132,   10,  258,    0,     
  210,20150416,   15,   70,   60,  130,    9,  203,    0,     
  210,20150416,   16,   70,   60,  119,   10,  133,    0,     
  210,20150416,   17,   50,   60,  112,   10,  121,    0,     
  210,20150416,   18,   50,   60,  103,   10,   35,    0,     
  210,20150416,   19,   50,   60,   98,    0,    4,    0,     
  210,20150416,   20,   50,   50,   92,    0,    0,    0,     
  210,20150416,   21,   50,   50,   85,    0,    0,    0,     
  210,20150416,   22,   50,   50,   88,    0,    0,    0,     
  210,20150416,   23,   50,   50,   83,    0,    0,    0,     
  210,20150416,   24,   60,   40,   83,    0,    0,    0,     
  210,20150417,    1,   50,   40,   81,    0,    0,    0,     
  210,20150417,    2,   20,   30,   74,    0,    0,    0,     
  210,20150417,    3,   30,   30,   74,    0,    0,    0,     
  210,20150417,    4,   30,   40,   73,    0,    0,    0,     
  210,20150417,    5,   40,   40,   65,    0,    0,    0,     
  210,20150417,    6,   30,   30,   73,    0,   14,    0,     
  210,20150417,    7,   30,   40,   87,    4,   63,    0,     
  210,20150417,    8,   50,   60,   91,    8,  131,    0,     
  210,20150417,    9,   50,   60,   98,    4,  137,    0,     
  210,20150417,   10,   40,   50,   99,    1,  112,    0,     
  210,20150417,   11,   30,   50,  103,    1,  113,    0,     
  210,20150417,   12,  360,   50,  104,    0,  126,    0,     
  210,20150417,   13,  360,   70,  109,    5,  215,    0,     
  210,20150417,   14,  350,   70,  107,   10,  244,    0,     
  210,20150417,   15,  360,   80,  104,   10,  217,    0,     
  210,20150417,   16,  360,   90,   95,   10,  166,    0,     
  210,20150417,   17,  360,   90,   88,    8,   92,    0,     
  210,20150417,   18,  360,   70,   79,   10,   40,    0,     
  210,20150417,   19,   20,   60,   67,    2,    5,    0,     
  210,20150417,   20,   20,   40,   60,    0,    0,    0,     
  210,20150417,   21,   20,   30,   51,    0,    0,    0,     
  210,20150417,   22,   20,   30,   47,    0,    0,    0,     
  210,20150417,   23,   20,   20,   45,    0,    0,    0,     
  210,20150417,   24,   20,   30,   45,    0,    0,    0,     
  210,20150418,    1,   10,   20,   43,    0,    0,    0,     
  210,20150418,    2,   20,   30,   40,    0,    0,    0,     
  210,20150418,    3,   30,   20,   38,    0,    0,    0,     
  210,20150418,    4,   30,   30,   31,    0,    0,    0,     
  210,20150418,    5,   30,   30,   38,    0,    1,    0,     
  210,20150418,    6,   40,   30,   64,    8,   27,    0,     
  210,20150418,    7,   70,   40,   84,   10,   81,    0,     
  210,20150418,    8,   60,   40,  104,   10,  140,    0,     
  210,20150418,    9,   90,   50,  113,   10,  195,    0,     
  210,20150418,   10,   80,   50,  122,   10,  240,    0,     
  210,20150418,   11,   70,   60,  130,   10,  246,    0,     
  210,20150418,   12,   80,   70,  132,   10,  275,    0,     
  210,20150418,   13,   70,   70,  138,   10,  279,    0,     
  210,20150418,   14,   10,   50,  125,   10,  246,    0,     
  210,20150418,   15,  360,   70,  121,    8,  154,    0,     
  210,20150418,   16,  360,   80,  113,   10,  167,    0,     
  210,20150418,   17,  360,   80,  102,   10,  106,    0,     
  210,20150418,   18,  360,   70,   88,   10,   48,    0,     
  210,20150418,   19,   10,   60,   75,    2,    8,    0,     
  210,20150418,   20,   10,   60,   69,    0,    0,    0,     
  210,20150418,   21,   20,   50,   58,    0,    0,    0,     
  210,20150418,   22,   20,   40,   49,    0,    0,    0,     
  210,20150418,   23,   30,   40,   44,    0,    0,    0,     
  210,20150418,   24,   20,   30,   37,    0,    0,    0,     
  210,20150419,    1,   20,   20,   34,    0,    0,    0,     
  210,20150419,    2,   20,   20,   31,    0,    0,    0,     
  210,20150419,    3,    0,    0,   22,    0,    0,    0,     
  210,20150419,    4,    0,    0,    3,    0,    0,    0,     
  210,20150419,    5,    0,    0,   22,    0,    1,    0,     
  210,20150419,    6,    0,    0,   37,    0,   17,    0,     
  210,20150419,    7,    0,    0,   72,    2,   57,    0,     
  210,20150419,    8,  320,   30,   82,    2,   79,    0,     
  210,20150419,    9,  320,   30,   85,    0,   88,    0,     
  210,20150419,   10,  990,   20,   96,    2,  145,    0,     
  210,20150419,   11,  240,   10,   99,    5,  210,    0,     
  210,20150419,   12,  310,   30,  101,    5,  227,    0,     
  210,20150419,   13,  310,   30,  101,    5,  196,    0,     
  210,20150419,   14,  320,   30,  111,    9,  264,    0,     
  210,20150419,   15,  320,   40,  108,   10,  224,    0,     
  210,20150419,   16,  340,   50,  103,   10,  168,    0,     
  210,20150419,   17,  350,   50,   97,   10,  109,    0,     
  210,20150419,   18,  360,   40,   88,   10,   49,    0,     
  210,20150419,   19,  360,   40,   78,    2,    8,    0,     
  210,20150419,   20,   10,   30,   74,    0,    0,    0,     
  210,20150419,   21,   20,   30,   65,    0,    0,    0,     
  210,20150419,   22,   30,   20,   55,    0,    0,    0,     
  210,20150419,   23,   40,   20,   47,    0,    0,    0,     
  210,20150419,   24,   40,   30,   48,    0,    0,    0,     
  210,20150420,    1,   30,   30,   51,    0,    0,    0,     
  210,20150420,    2,   60,   30,   69,    0,    0,    0,     
  210,20150420,    3,   50,   30,   49,    0,    0,    0,     
  210,20150420,    4,   50,   30,   56,    0,    0,    0,     
  210,20150420,    5,   50,   40,   59,    0,    1,    0,     
  210,20150420,    6,   50,   40,   75,    8,   27,    0,     
  210,20150420,    7,   60,   40,   97,    7,   86,    0,     
  210,20150420,    8,   60,   40,  116,    9,  139,    0,     
  210,20150420,    9,   80,   40,  137,   10,  198,    0,     
  210,20150420,   10,   40,   50,  147,    9,  233,    0,     
  210,20150420,   11,   30,   50,  151,   10,  274,    0,     
  210,20150420,   12,  360,   50,  150,   10,  283,    0,     
  210,20150420,   13,  350,   60,  134,   10,  279,    0,     
  210,20150420,   14,  350,   70,  133,   10,  258,    0,     
  210,20150420,   15,  350,   70,  123,   10,  221,    0,     
  210,20150420,   16,  350,   60,  119,   10,  174,    0,     
  210,20150420,   17,  350,   60,  118,   10,  106,    0,     
  210,20150420,   18,  350,   50,  109,   10,   53,    0,     
  210,20150420,   19,   10,   50,  103,    2,    9,    0,     
  210,20150420,   20,   30,   40,   91,    0,    0,    0,     
  210,20150420,   21,   30,   40,   84,    0,    0,    0,     
  210,20150420,   22,   30,   30,   77,    0,    0,    0,     
  210,20150420,   23,  360,   30,   73,    0,    0,    0,     
  210,20150420,   24,   10,   40,   76,    0,    0,    0,     
  210,20150421,    1,  360,   30,   73,    0,    0,    0,     
  210,20150421,    2,   20,   20,   62,    0,    0,    0,     
  210,20150421,    3,  360,   20,   54,    0,    0,    0,     
  210,20150421,    4,  350,   20,   57,    0,    0,    0,     
  210,20150421,    5,   10,   30,   63,    0,    3,    0,     
  210,20150421,    6,   20,   30,   83,   10,   34,    0,     
  210,20150421,    7,   10,   40,   96,    8,   80,    0,     
  210,20150421,    8,   30,   40,  114,    9,  134,    0,     
  210,20150421,    9,  360,   40,  127,   10,  195,    0,     
  210,20150421,   10,  360,   50,  123,   10,  237,    0,     
  210,20150421,   11,  350,   60,  123,    9,  254,    0,     
  210,20150421,   12,  360,   80,  114,   10,  284,    0,     
  210,20150421,   13,  360,   80,  119,   10,  268,    0,     
  210,20150421,   14,  350,   60,  134,   10,  257,    0,     
  210,20150421,   15,  340,   60,  112,   10,  227,    0,     
  210,20150421,   16,  350,   70,   99,   10,  179,    0,     
  210,20150421,   17,  350,   80,   91,   10,  106,    0,     
  210,20150421,   18,   10,   70,   84,   10,   47,    0,     
  210,20150421,   19,   10,   60,   79,    2,   10,    0,     
  210,20150421,   20,   10,   50,   75,    0,    0,    0,     
  210,20150421,   21,   10,   50,   67,    0,    0,    0,     
  210,20150421,   22,   20,   40,   60,    0,    0,    0,     
  210,20150421,   23,   20,   20,   49,    0,    0,    0,     
  210,20150421,   24,   10,   20,   48,    0,    0,    0,     
  210,20150422,    1,   20,   20,   49,    0,    0,    0,     
  210,20150422,    2,   10,   20,   46,    0,    0,    0,     
  210,20150422,    3,    0,   10,   37,    0,    0,    0,     
  210,20150422,    4,    0,    0,   23,    0,    0,    0,     
  210,20150422,    5,   10,   20,   65,    0,    3,    0,     
  210,20150422,    6,   10,   40,   80,    2,   17,    0,     
  210,20150422,    7,  360,   30,   85,    0,   20,    0,     
  210,20150422,    8,  350,   50,   88,    0,   37,    0,     
  210,20150422,    9,  350,   50,   98,    0,   81,    0,     
  210,20150422,   10,  350,   60,  105,    0,  101,    0,     
  210,20150422,   11,  350,   80,  104,    1,  140,    0,     
  210,20150422,   12,  360,   80,  101,    3,  163,    0,     
  210,20150422,   13,  360,   70,  104,    0,  100,    0,     
  210,20150422,   14,  360,   70,  101,    0,   99,    0,     
  210,20150422,   15,  360,   70,  103,    0,   85,    0,     
  210,20150422,   16,  360,   60,   97,    0,   71,    0,     
  210,20150422,   17,   10,   60,   94,    0,   44,    0,     
  210,20150422,   18,  360,   60,   88,    0,   17,    0,     
  210,20150422,   19,   10,   40,   87,    0,    4,    0,     
  210,20150422,   20,   40,   40,   83,    0,    0,    0,     
  210,20150422,   21,   30,   40,   79,    0,    0,    0,     
  210,20150422,   22,   40,   40,   79,    0,    0,    0,     
  210,20150422,   23,   40,   40,   76,    0,    0,    0,     
  210,20150422,   24,   30,   30,   76,    0,    0,    0,     
  210,20150423,    1,   20,   30,   75,    0,    0,    0,     
  210,20150423,    2,   50,   30,   72,    0,    0,    0,     
  210,20150423,    3,   60,   20,   72,    0,    0,    0,     
  210,20150423,    4,   10,   20,   71,    0,    0,    0,     
  210,20150423,    5,   20,   30,   69,    0,    1,    0,     
